Linked Issue Type,Issue Sub-Type,Issue key,Issue Tasks,Assignee,Reporter,Created,Resolved,Priority,Status,Downtime started,Category,Downtime,Downtime Ended,Days,Resolved Hours,Downtime Hours,Cost Impact,Downtime Percentage,City,Region,Country,Linked Remedy
Incident,Employee,JML-337,Joiner,Mansi Dhawas Sanjay,DIVYA SUSAN KURIAN,29-05-2023 17:15,03-06-2023 17:15,Medium,Done,21-06-2023 11:10,Network,No,03-07-2023 11:10,5,120,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023602256
Incident,Employee,JML-338,Leaver,Bharath PrathapBadugu,DIVYA SUSAN KURIAN,29-05-2023 17:15,03-06-2023 17:15,Low,Done,21-06-2023 11:10,Database,No,03-07-2023 11:10,5,120,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023602257
Incident,Employee,JML-339,Mover,Divya Susan Kurian,DIVYA SUSAN KURIAN,29-05-2023 17:15,03-06-2023 17:15,Low,Done,21-06-2023 11:10,Deployement,No,03-07-2023 11:10,5,120,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023602284
Incident,Employee,JML-340,Joiner,R Balaji,DIVYA SUSAN KURIAN,29-05-2023 17:15,03-06-2023 17:15,High,Done,21-06-2023 11:10,Software,No,03-07-2023 11:10,5,120,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023602285
Incident,Employee,JML-332,Leaver,Sabarish V,DIVYA SUSAN KURIAN,29-05-2023 17:15,03-06-2023 17:15,Low,Done,21-06-2023 11:10,Deployement,Yes,01-07-2023 11:10,5,120,5,₹ 600,4,Pune,Asia Pacific,India,INC000023602185
Incident,Employee,JML-333,Mover,Kallem Venkata Sai Deepti Sindhura,DIVYA SUSAN KURIAN,29-05-2023 17:15,03-06-2023 17:15,High,Done,21-06-2023 11:10,Software,Yes,01-07-2023 11:10,5,120,4,₹ 480,3,Pune,Asia Pacific,India,INC000023602219
Incident,Employee,JML-334,Joiner,Lincy Mathew,DIVYA SUSAN KURIAN,29-05-2023 17:15,03-06-2023 17:15,High,Done,21-06-2023 11:10,Configuration,Yes,01-07-2023 11:10,5,120,5,₹ 600,4,Pune,Asia Pacific,India,INC000023602253
Incident,Employee,JML-341,Leaver,Muthuraja M,DIVYA SUSAN KURIAN,29-05-2023 17:15,03-06-2023 17:15,High,Done,21-06-2023 11:10,Configuration,Yes,03-07-2023 11:10,5,120,1,₹ 120,1,Chennai,Asia Pacific,India,INC000023602286
Incident,Employee,JML-342,Mover,Divya Kurian,DIVYA SUSAN KURIAN,29-05-2023 17:15,03-06-2023 17:15,High,Done,21-06-2023 11:10,Application,Yes,03-07-2023 11:10,5,120,3,₹ 360,3,Kochi,Asia Pacific,India,INC000023602287
Incident,Employee,JML-343,Joiner,Divya Susan Kurian,DIVYA SUSAN KURIAN,29-05-2023 17:15,03-06-2023 17:15,Medium,Done,21-06-2023 11:10,Hardware,Yes,03-07-2023 11:10,5,120,45,"₹ 5,400",60,Delhi,Asia Pacific,India,INC000023602288
Incident,Incident,TEI-1642,TEI Incident,Govardhan,Divya Kurian,29-05-2023 17:15,03-06-2023 17:15,Medium,Resolved,21-06-2023 17:15,Hardware,No,01-07-2023 17:15,5,120,0,₹ 0,0,Pune,Asia Pacific,India,INC000023562489
Incident,Incident,TEI-1643,TEI Incident,Divya Susan Kurian,Divya Kurian,29-05-2023 17:15,05-06-2023 17:15,Medium,Resolved,21-06-2023 17:15,Network,No,01-07-2023 17:15,7,168,0,₹ 0,0,Pune,Asia Pacific,India,INC000023562492
Incident,Incident,TEI-1644,TEI Incident,Suraj S,Divya Kurian,29-05-2023 17:15,05-06-2023 17:15,Low,Resolved,21-06-2023 17:15,Database,No,01-07-2023 17:15,7,168,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023562494
Incident,Incident,TEI-1645,TEI Incident,Divya Susan Kurian,Divya Kurian,29-05-2023 17:15,05-06-2023 17:15,Low,Resolved,21-06-2023 17:15,Deployement,No,22-06-2023 17:15,7,168,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023562496
Incident,Incident,TEI-1646,TEI Incident,Debapratim Sarkar,Divya Kurian,29-05-2023 17:15,05-06-2023 17:15,High,Resolved,21-06-2023 17:15,Software,No,22-06-2023 17:15,7,168,0,₹ 0,0,Kochi,Asia Pacific,India,INC000023562497
Incident,Incident,TEI-1647,TEI Incident,R Balaji,Divya Kurian,29-05-2023 17:15,05-06-2023 17:15,High,Resolved,21-06-2023 17:15,Configuration,Yes,22-06-2023 17:15,7,168,25,"₹ 3,000",17,,Asia Pacific,India,INC000023562498
Incident,Incident,TEI-1636,TEI Incident,Maharshi Chatterjee,Divya Kurian,29-05-2023 17:15,05-06-2023 17:15,Medium,Resolved,21-06-2023 17:15,Network,Yes,01-07-2023 17:15,7,168,36,"₹ 4,320",27,Pune,Asia Pacific,India,INC000023562477
Incident,Incident,TEI-1637,TEI Incident,Duggisetty Greeshma,Divya Kurian,29-05-2023 17:15,05-06-2023 17:15,Low,Resolved,21-06-2023 17:15,Database,Yes,01-07-2023 17:15,7,168,2,₹ 240,1,Pune,Asia Pacific,India,INC000023562479
Incident,Incident,TEI-1638,TEI Incident,Suraj S,Divya Kurian,29-05-2023 17:15,05-06-2023 17:15,Low,Resolved,21-06-2023 17:15,Deployement,Yes,01-07-2023 17:15,7,168,21,"₹ 2,520",14,Pune,Asia Pacific,India,INC000023562480
Incident,Incident,TEI-1639,TEI Incident,Govardhan,Divya Kurian,29-05-2023 17:15,05-06-2023 17:15,High,Resolved,21-06-2023 17:15,Software,Yes,01-07-2023 17:15,7,168,2,₹ 240,1,Chennai,Asia Pacific,India,INC000023562481
Incident,Incident,TEI-1640,TEI Incident,Muthuraja M,Divya Kurian,29-05-2023 17:15,05-06-2023 17:15,High,Resolved,21-06-2023 17:15,Configuration,No,01-07-2023 17:15,7,168,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023562482
Incident,Incident,TEI-1641,TEI Incident,Govardhan,Divya Kurian,29-05-2023 17:15,05-06-2023 17:15,High,Resolved,21-06-2023 17:15,Application,Yes,01-07-2023 17:15,7,168,1,₹ 120,1,Kochi,Asia Pacific,India,INC000023562484
Incident,Incident,TEI-1648,TEI Incident,Lincy Mathew,Divya Kurian,29-05-2023 17:15,05-06-2023 17:15,High,Resolved,21-06-2023 17:15,Application,Yes,22-06-2023 17:15,7,168,2,₹ 240,1,,Asia Pacific,India,INC000023562499
Incident,Incident,TEI-1649,TEI Incident,Maharshi Chatterjee,Divya Kurian,29-05-2023 17:15,05-06-2023 17:15,Medium,Resolved,21-06-2023 17:15,Hardware,Yes,22-06-2023 17:15,7,168,4,₹ 480,2,,Asia Pacific,India,INC000023562500
Incident,Incident,TEI-1650,TEI Incident,Duggisetty Greeshma,Divya Kurian,29-05-2023 17:15,05-06-2023 17:15,Medium,Resolved,21-06-2023 17:15,Network,Yes,22-06-2023 17:15,7,168,1,₹ 120,1,,Asia Pacific,India,INC000023562501
Incident,Incident,TEI-1651,TEI Incident,Suraj S,Divya Kurian,29-05-2023 17:15,05-06-2023 17:15,Low,Resolved,21-06-2023 17:15,Database,Yes,22-06-2023 17:15,7,168,12,"₹ 1,440",8,Chennai,Asia Pacific,India,INC000023562506
Incident,Incident,TEI-1652,TEI Incident,Govardhan,Divya Kurian,29-05-2023 17:15,05-06-2023 17:15,Low,Resolved,21-06-2023 17:15,Deployement,Yes,22-06-2023 17:15,7,168,22,"₹ 2,640",15,Chennai,Asia Pacific,India,INC000023562513
Incident,Incident,TEI-1653,TEI Incident,Muthuraja M,Divya Kurian,29-05-2023 17:15,05-06-2023 17:15,High,Resolved,21-06-2023 17:15,Software,Yes,22-06-2023 17:15,7,168,33,"₹ 3,960",24,Kochi,Asia Pacific,India,INC000023562530
Incident,Incident,TEI-1654,TEI Incident,Govardhan,Divya Kurian,29-05-2023 17:15,05-06-2023 17:15,High,Resolved,21-06-2023 17:15,Configuration,Yes,22-06-2023 17:15,7,168,11,"₹ 1,320",7,Kochi,Asia Pacific,India,INC000023562531
Incident,Incident,TEI-2097,TEI Incident,Govardhan,Divya Kurian,29-05-2023 17:15,05-06-2023 17:15,Medium,Resolved,22-06-2023 10:00,Hardware,No,25-06-2023 10:00,7,168,0,₹ 0,0,Delhi,Asia Pacific,India,INC000023575442
Incident,Incident,TEI-2098,TEI Incident,Divya Susan Kurian,Divya Kurian,29-05-2023 17:15,05-06-2023 17:15,Medium,Resolved,22-06-2023 10:00,Network,Yes,25-06-2023 10:00,7,168,3,₹ 360,2,Pune,Asia Pacific,India,INC000023575450
Incident,Incident,TEI-2099,TEI Incident,Suraj S,Divya Kurian,29-05-2023 17:15,05-06-2023 17:15,Low,Resolved,22-06-2023 10:00,Database,Yes,25-06-2023 10:00,7,168,4,₹ 480,2,Pune,Asia Pacific,India,INC000023575455
Incident,Incident,TEI-2100,TEI Incident,Divya Susan Kurian,Divya Kurian,29-05-2023 17:15,05-06-2023 17:15,Low,Resolved,22-06-2023 10:00,Deployement,Yes,25-06-2023 10:00,7,168,4,₹ 480,2,Pune,Asia Pacific,India,INC000023575469
Incident,Incident,TEI-2101,TEI Incident,Debapratim Sarkar,Divya Kurian,29-05-2023 17:15,05-06-2023 17:15,High,Resolved,22-06-2023 10:00,Software,Yes,25-06-2023 10:00,7,168,1,₹ 120,1,Pune,Asia Pacific,India,INC000023575480
Incident,Incident,TEI-2102,TEI Incident,R Balaji,Divya Kurian,29-05-2023 17:15,05-06-2023 17:15,High,Resolved,22-06-2023 10:00,Configuration,Yes,25-06-2023 10:00,7,168,3,₹ 360,2,Pune,Asia Pacific,India,INC000023575513
Incident,Incident,TEI-2103,TEI Incident,Lincy Mathew,Divya Kurian,29-05-2023 17:15,05-06-2023 17:15,High,Resolved,22-06-2023 10:00,Application,Yes,25-06-2023 10:00,7,168,4,₹ 480,2,Chennai,Asia Pacific,India,INC000023575533
Incident,Incident,TEI-2104,TEI Incident,Maharshi Chatterjee,Divya Kurian,29-05-2023 17:15,05-06-2023 17:15,Medium,Resolved,22-06-2023 10:00,Hardware,Yes,25-06-2023 10:00,7,168,7,₹ 840,4,Chennai,Asia Pacific,India,INC000023575564
Incident,Incident,TEI-2105,TEI Incident,Duggisetty Greeshma,Divya Kurian,29-05-2023 17:15,05-06-2023 17:15,Medium,Resolved,22-06-2023 10:00,Network,Yes,25-06-2023 10:00,7,168,5,₹ 600,3,Kochi,Asia Pacific,India,INC000023575569
Incident,Incident,TEI-2106,TEI Incident,Suraj S,Divya Kurian,29-05-2023 17:15,05-06-2023 17:15,Low,Resolved,22-06-2023 10:00,Database,Yes,25-06-2023 10:00,7,168,6,₹ 720,4,Pune,Asia Pacific,India,INC000023575661
Incident,Incident,TEI-1657,TEI Incident,Suraj S,Divya Kurian,29-05-2023 17:15,05-06-2023 17:15,Medium,Resolved,22-06-2023 17:15,Network,Yes,23-06-2023 17:15,7,168,3,₹ 360,2,Chennai,Asia Pacific,India,INC000023562535
Incident,Incident,TEI-1658,TEI Incident,Divya Susan Kurian,Divya Kurian,29-05-2023 17:15,05-06-2023 17:15,Low,Resolved,22-06-2023 17:15,Database,No,23-06-2023 17:15,7,168,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023562536
Incident,Incident,TEI-1659,TEI Incident,Debapratim Sarkar,Divya Kurian,29-05-2023 17:15,05-06-2023 17:15,Low,Resolved,22-06-2023 17:15,Deployement,Yes,23-06-2023 17:15,7,168,6,₹ 720,4,Chennai,Asia Pacific,India,INC000023562537
Incident,Incident,TEI-1660,TEI Incident,R Balaji,Divya Kurian,30-05-2023 17:15,06-06-2023 17:15,High,Resolved,22-06-2023 17:15,Software,No,23-06-2023 17:15,7,168,8,₹ 960,5,Chennai,Asia Pacific,India,INC000023562538
Incident,Incident,TEI-1661,TEI Incident,Lincy Mathew,Divya Kurian,30-05-2023 17:15,06-06-2023 17:15,High,Resolved,22-06-2023 17:15,Configuration,Yes,23-06-2023 17:15,7,168,33,"₹ 3,960",24,Chennai,Asia Pacific,India,INC000023562539
Incident,Incident,TEI-1662,TEI Incident,Maharshi Chatterjee,Divya Kurian,31-05-2023 17:15,07-06-2023 17:15,High,Resolved,22-06-2023 17:15,Application,Yes,23-06-2023 17:15,7,168,8,₹ 960,5,Chennai,Asia Pacific,India,INC000023562541
Incident,Incident,TEI-1672,TEI Incident,Debapratim Sarkar,Divya Kurian,31-05-2023 17:15,07-06-2023 17:15,Low,Resolved,22-06-2023 17:15,Database,Yes,23-06-2023 17:15,7,168,6,₹ 720,4,Pune,Asia Pacific,India,INC000023562575
Incident,Incident,TEI-1673,TEI Incident,R Balaji,Divya Kurian,01-06-2023 11:10,08-06-2023 11:10,Low,Resolved,22-06-2023 17:15,Deployement,Yes,23-06-2023 17:15,7,168,96,"₹ 11,520",133,Delhi,Asia Pacific,India,INC000023562576
Incident,Incident,TEI-1655,TEI Incident,Govardhan,Divya Kurian,01-06-2023 11:10,08-06-2023 11:10,High,Resolved,22-06-2023 17:15,Application,Yes,23-06-2023 17:15,7,168,96,"₹ 11,520",133,Pune,Asia Pacific,India,INC000023562532
Incident,Incident,TEI-1656,TEI Incident,Divya Susan Kurian,Divya Kurian,01-06-2023 11:10,08-06-2023 11:10,Medium,Resolved,22-06-2023 17:15,Hardware,Yes,23-06-2023 17:15,7,168,96,"₹ 11,520",133,Chennai,Asia Pacific,India,INC000023562533
Incident,Incident,TEI-1663,TEI Incident,Duggisetty Greeshma,Divya Kurian,01-06-2023 11:10,08-06-2023 11:10,Medium,Resolved,22-06-2023 17:15,Hardware,Yes,23-06-2023 17:15,7,168,96,"₹ 11,520",133,Kochi,Asia Pacific,India,INC000023562544
Incident,Incident,TEI-1664,TEI Incident,Suraj S,Divya Kurian,01-06-2023 11:10,08-06-2023 11:10,Medium,Resolved,22-06-2023 17:15,Network,Yes,23-06-2023 17:15,7,168,2,₹ 240,1,Kochi,Asia Pacific,India,INC000023562545
Incident,Incident,TEI-1665,TEI Incident,Govardhan,Divya Kurian,01-06-2023 11:10,08-06-2023 11:10,Low,Resolved,22-06-2023 17:15,Database,Yes,23-06-2023 17:15,7,168,2,₹ 240,1,Pune,Asia Pacific,India,INC000023562548
Incident,Incident,TEI-1666,TEI Incident,Muthuraja M,Divya Kurian,01-06-2023 11:10,08-06-2023 11:10,Low,Resolved,22-06-2023 17:15,Deployement,Yes,23-06-2023 17:15,7,168,2,₹ 240,1,Jaipur,Asia Pacific,India,INC000023562551
Incident,Incident,TEI-1667,TEI Incident,Govardhan,Divya Kurian,01-06-2023 11:10,08-06-2023 11:10,High,Resolved,22-06-2023 17:15,Software,Yes,23-06-2023 17:15,7,168,2,₹ 240,1,Delhi,Asia Pacific,India,INC000023562552
Incident,Incident,TEI-1668,TEI Incident,Govardhan,Divya Kurian,01-06-2023 11:10,08-06-2023 11:10,High,Resolved,22-06-2023 17:15,Configuration,Yes,23-06-2023 17:15,7,168,2,₹ 240,1,Delhi,Asia Pacific,India,INC000023562571
Incident,Incident,TEI-1669,TEI Incident,Divya Susan Kurian,Divya Kurian,01-06-2023 11:10,08-06-2023 11:10,High,Resolved,22-06-2023 17:15,Application,Yes,23-06-2023 17:15,7,168,2,₹ 240,1,Kochi,Asia Pacific,India,INC000023562572
Incident,Incident,TEI-1670,TEI Incident,Suraj S,Divya Kurian,01-06-2023 11:10,08-06-2023 11:10,Medium,Resolved,22-06-2023 17:15,Hardware,Yes,23-06-2023 17:15,7,168,2,₹ 240,1,Pune,Asia Pacific,India,INC000023562573
Incident,Incident,TEI-1671,TEI Incident,Divya Susan Kurian,Divya Kurian,01-06-2023 11:10,08-06-2023 11:10,Medium,Resolved,22-06-2023 17:15,Network,Yes,23-06-2023 17:15,7,168,2,₹ 240,1,Pune,Asia Pacific,India,INC000023562574
Incident,Incident,TEI-2107,TEI Incident,Govardhan,Divya Kurian,01-06-2023 11:10,08-06-2023 11:10,Low,Resolved,23-06-2023 10:00,Deployement,Yes,26-06-2023 10:00,7,168,24,"₹ 2,880",17,Pune,Asia Pacific,India,INC000023575668
Incident,Incident,TEI-2108,TEI Incident,Muthuraja M,Divya Kurian,01-06-2023 11:10,08-06-2023 11:10,High,Resolved,23-06-2023 10:00,Software,No,26-06-2023 10:00,7,168,24,"₹ 2,880",17,Chennai,Asia Pacific,India,INC000023575676
Incident,Incident,TEI-2109,TEI Incident,Govardhan,Divya Kurian,01-06-2023 11:10,08-06-2023 11:10,High,Resolved,23-06-2023 10:00,Configuration,No,26-06-2023 10:00,7,168,24,"₹ 2,880",17,Chennai,Asia Pacific,India,INC000023575708
Incident,Incident,TEI-2110,TEI Incident,Govardhan,Divya Kurian,01-06-2023 11:10,08-06-2023 11:10,High,Resolved,23-06-2023 10:00,Application,No,26-06-2023 10:00,7,168,24,"₹ 2,880",17,Kochi,Asia Pacific,India,INC000023575716
Incident,Incident,TEI-2111,TEI Incident,Divya Susan Kurian,Divya Kurian,01-06-2023 11:10,08-06-2023 11:10,Medium,Resolved,23-06-2023 10:00,Hardware,No,26-06-2023 10:00,7,168,24,"₹ 2,880",17,Chennai,Asia Pacific,India,INC000023575746
Incident,Incident,TEI-2112,TEI Incident,Suraj S,Divya Kurian,01-06-2023 11:10,08-06-2023 11:10,Medium,Resolved,23-06-2023 10:00,Network,No,26-06-2023 10:00,7,168,2,₹ 240,1,Jaipur,Asia Pacific,India,INC000023575876
Incident,Incident,TEI-2113,TEI Incident,Divya Susan Kurian,Divya Kurian,01-06-2023 11:10,08-06-2023 11:10,Low,Resolved,23-06-2023 10:00,Database,Yes,26-06-2023 10:00,7,168,2,₹ 240,1,Kochi,Asia Pacific,India,INC000023576068
Incident,Employee,JML-350,Leaver,Lincy Mathew,DIVYA SUSAN KURIAN,01-06-2023 11:10,08-06-2023 11:10,Medium,Done,23-06-2023 11:10,Hardware,No,05-07-2023 11:10,7,168,0,₹ 0,0,Jaipur,Asia Pacific,India,INC000023602952
Incident,Employee,JML-351,Mover,Srinivas Gandhi M H S,DIVYA SUSAN KURIAN,01-06-2023 11:10,08-06-2023 11:10,Medium,Done,23-06-2023 11:10,Network,No,05-07-2023 11:10,7,168,0,₹ 0,0,Pune,Asia Pacific,India,INC000023603034
Incident,Employee,JML-352,Joiner,Kalpana Devi Elumalai,DIVYA SUSAN KURIAN,01-06-2023 11:10,08-06-2023 11:10,Low,Done,23-06-2023 11:10,Database,No,05-07-2023 11:10,7,168,0,₹ 0,0,Kochi,Asia Pacific,India,INC000023603185
Incident,Employee,JML-353,Leaver,Mansi Dhawas Sanjay,DIVYA SUSAN KURIAN,01-06-2023 11:10,08-06-2023 11:10,Low,Done,23-06-2023 11:10,Deployement,No,05-07-2023 11:10,7,168,0,₹ 0,0,Jaipur,Asia Pacific,India,INC000023603231
Incident,Employee,JML-354,Mover,Bharath PrathapBadugu,DIVYA SUSAN KURIAN,01-06-2023 11:10,08-06-2023 11:10,High,Done,23-06-2023 11:10,Software,Yes,05-07-2023 11:10,7,168,1,₹ 120,1,Delhi,Asia Pacific,India,INC000023603370
Incident,Employee,JML-355,Joiner,Divya Susan Kurian,DIVYA SUSAN KURIAN,01-06-2023 11:10,08-06-2023 11:10,High,Done,23-06-2023 11:10,Configuration,Yes,05-07-2023 11:10,7,168,5,₹ 600,3,Kochi,Asia Pacific,India,INC000023603610
Incident,Employee,JML-344,Leaver,Ankita Saha,DIVYA SUSAN KURIAN,01-06-2023 11:10,08-06-2023 11:10,Medium,Done,23-06-2023 11:10,Network,Yes,05-07-2023 11:10,7,168,4,₹ 480,2,Pune,Asia Pacific,India,INC000023602289
Incident,Employee,JML-345,Mover,Amit Sikdar,DIVYA SUSAN KURIAN,01-06-2023 11:10,08-06-2023 11:10,Low,Done,23-06-2023 11:10,Database,Yes,05-07-2023 11:10,7,168,7,₹ 840,4,Pune,Asia Pacific,India,INC000023602299
Incident,Employee,JML-346,Joiner,Santhi Maadhaven,DIVYA SUSAN KURIAN,01-06-2023 11:10,08-06-2023 11:10,Low,Done,23-06-2023 11:10,Deployement,Yes,05-07-2023 11:10,7,168,88,"₹ 10,560",110,Pune,Asia Pacific,India,INC000023602313
Incident,Employee,JML-347,Leaver,Hiren Modi,DIVYA SUSAN KURIAN,01-06-2023 17:15,11-06-2023 17:15,High,Done,23-06-2023 11:10,Software,Yes,05-07-2023 11:10,10,240,8,₹ 960,3,Chennai,Asia Pacific,India,INC000023602316
Incident,Employee,JML-348,Mover,Sabarish V,DIVYA SUSAN KURIAN,01-06-2023 17:15,11-06-2023 17:15,High,Done,23-06-2023 11:10,Configuration,Yes,05-07-2023 11:10,10,240,96,"₹ 11,520",67,Chennai,Asia Pacific,India,INC000023602440
Incident,Employee,JML-349,Joiner,Kallem Venkata Sai Deepti Sindhura,DIVYA SUSAN KURIAN,02-06-2023 11:10,09-06-2023 11:10,High,Done,23-06-2023 11:10,Application,Yes,05-07-2023 11:10,7,168,2,₹ 240,1,Kochi,Asia Pacific,India,INC000023602763
Incident,Incident,TEI-1674,TEI Incident,Lincy Mathew,Divya Kurian,02-06-2023 11:10,09-06-2023 11:10,High,Resolved,23-06-2023 17:15,Software,Yes,24-06-2023 17:15,7,168,2,₹ 240,1,Chennai,Asia Pacific,India,INC000023562577
Incident,Incident,TEI-1675,TEI Incident,Maharshi Chatterjee,Divya Kurian,02-06-2023 11:10,09-06-2023 11:10,High,Resolved,23-06-2023 17:15,Configuration,Yes,24-06-2023 17:15,7,168,2,₹ 240,1,Chennai,Asia Pacific,India,INC000023562578
Incident,Incident,TEI-1676,TEI Incident,Duggisetty Greeshma,Divya Kurian,02-06-2023 11:10,09-06-2023 11:10,High,Resolved,23-06-2023 17:15,Application,Yes,24-06-2023 17:15,7,168,2,₹ 240,1,Chennai,Asia Pacific,India,INC000023562579
Incident,Incident,TEI-1677,TEI Incident,Suraj S,Divya Kurian,02-06-2023 11:10,09-06-2023 11:10,Medium,Resolved,23-06-2023 17:15,Hardware,Yes,24-06-2023 17:15,7,168,2,₹ 240,1,Kochi,Asia Pacific,India,INC000023562580
Incident,Incident,TEI-1687,TEI Incident,Lincy Mathew,Divya Kurian,02-06-2023 11:10,09-06-2023 11:10,Low,Resolved,23-06-2023 17:15,Deployement,No,24-06-2023 17:15,7,168,40,"₹ 4,800",31,Chennai,Asia Pacific,India,INC000023562590
Incident,Incident,TEI-1688,TEI Incident,Maharshi Chatterjee,Divya Kurian,02-06-2023 11:10,09-06-2023 11:10,High,Resolved,23-06-2023 17:15,Software,No,24-06-2023 17:15,7,168,40,"₹ 4,800",31,Chennai,Asia Pacific,India,INC000023562591
Incident,Incident,TEI-1689,TEI Incident,Duggisetty Greeshma,Divya Kurian,02-06-2023 11:10,09-06-2023 11:10,High,Resolved,23-06-2023 17:15,Configuration,No,24-06-2023 17:15,7,168,2,₹ 240,1,Kochi,Asia Pacific,India,INC000023562592
Incident,Incident,TEI-1678,TEI Incident,Govardhan,Divya Kurian,02-06-2023 11:10,09-06-2023 11:10,Medium,Resolved,23-06-2023 17:15,Network,Yes,24-06-2023 17:15,7,168,2,₹ 240,1,Kochi,Asia Pacific,India,INC000023562581
Incident,Incident,TEI-1679,TEI Incident,Muthuraja M,Divya Kurian,02-06-2023 11:10,09-06-2023 11:10,Low,Resolved,23-06-2023 17:15,Database,Yes,24-06-2023 17:15,7,168,2,₹ 240,1,Pune,Asia Pacific,India,INC000023562582
Incident,Incident,TEI-1680,TEI Incident,Govardhan,Divya Kurian,02-06-2023 11:10,09-06-2023 11:10,Low,Resolved,23-06-2023 17:15,Deployement,Yes,24-06-2023 17:15,7,168,2,₹ 240,1,Kochi,Asia Pacific,India,INC000023562583
Incident,Incident,TEI-1681,TEI Incident,Govardhan,Divya Kurian,02-06-2023 11:10,09-06-2023 11:10,High,Resolved,23-06-2023 17:15,Software,Yes,24-06-2023 17:15,7,168,2,₹ 240,1,Delhi,Asia Pacific,India,INC000023562584
Incident,Incident,TEI-1682,TEI Incident,Divya Susan Kurian,Divya Kurian,02-06-2023 11:10,09-06-2023 11:10,High,Resolved,23-06-2023 17:15,Configuration,Yes,24-06-2023 17:15,7,168,2,₹ 240,1,Pune,Asia Pacific,India,INC000023562585
Incident,Incident,TEI-1683,TEI Incident,Suraj S,Divya Kurian,02-06-2023 11:10,09-06-2023 11:10,High,Resolved,23-06-2023 17:15,Application,Yes,24-06-2023 17:15,7,168,2,₹ 240,1,Pune,Asia Pacific,India,INC000023562586
Incident,Incident,TEI-1684,TEI Incident,Divya Susan Kurian,Divya Kurian,02-06-2023 11:10,09-06-2023 11:10,Medium,Resolved,23-06-2023 17:15,Hardware,Yes,24-06-2023 17:15,7,168,2,₹ 240,1,Pune,Asia Pacific,India,INC000023562587
Incident,Incident,TEI-1685,TEI Incident,Debapratim Sarkar,Divya Kurian,02-06-2023 11:10,09-06-2023 11:10,Medium,Resolved,23-06-2023 17:15,Network,Yes,24-06-2023 17:15,7,168,2,₹ 240,1,Pune,Asia Pacific,India,INC000023562588
Incident,Incident,TEI-1686,TEI Incident,R Balaji,Divya Kurian,02-06-2023 11:10,09-06-2023 11:10,Low,Resolved,23-06-2023 17:15,Database,Yes,24-06-2023 17:15,7,168,2,₹ 240,1,Pune,Asia Pacific,India,INC000023562589
Incident,Incident,TEI-2122,TEI Incident,Govardhan,Divya Kurian,02-06-2023 11:10,09-06-2023 11:10,High,Resolved,24-06-2023 10:00,Software,No,27-06-2023 10:00,7,168,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023576485
Incident,Incident,TEI-2123,TEI Incident,Govardhan,Divya Kurian,02-06-2023 11:10,09-06-2023 11:10,High,Resolved,24-06-2023 10:00,Configuration,No,24-06-2023 10:00,7,168,0,₹ 0,0,Kochi,Asia Pacific,India,INC000023576486
Incident,Incident,TEI-2124,TEI Incident,Divya Susan Kurian,Divya Kurian,02-06-2023 11:10,09-06-2023 11:10,High,Resolved,24-06-2023 10:00,Application,No,24-06-2023 10:00,7,168,0,₹ 0,0,Kochi,Asia Pacific,India,INC000023576595
Incident,Incident,TEI-2125,TEI Incident,Suraj S,Divya Kurian,02-06-2023 11:10,09-06-2023 11:10,Medium,Resolved,24-06-2023 10:00,Hardware,No,24-06-2023 10:00,7,168,0,₹ 0,0,Pune,Asia Pacific,India,INC000023576667
Incident,Incident,TEI-2126,TEI Incident,Divya Susan Kurian,Divya Kurian,02-06-2023 11:10,09-06-2023 11:10,Medium,Resolved,24-06-2023 10:00,Network,No,24-06-2023 10:00,7,168,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023576772
Incident,Incident,TEI-2127,TEI Incident,Debapratim Sarkar,Divya Kurian,02-06-2023 11:10,09-06-2023 11:10,Low,Resolved,24-06-2023 10:00,Database,Yes,24-06-2023 10:00,7,168,2,₹ 240,1,Chennai,Asia Pacific,India,INC000023576773
Incident,Incident,TEI-2114,TEI Incident,Debapratim Sarkar,Divya Kurian,02-06-2023 11:10,09-06-2023 11:10,Low,Resolved,24-06-2023 10:00,Deployement,Yes,27-06-2023 10:00,7,168,5,₹ 600,3,Pune,Asia Pacific,India,INC000023576080
Incident,Incident,TEI-2115,TEI Incident,R Balaji,Divya Kurian,02-06-2023 11:10,09-06-2023 11:10,High,Resolved,24-06-2023 10:00,Software,Yes,27-06-2023 10:00,7,168,15,"₹ 1,800",10,Pune,Asia Pacific,India,INC000023576081
Incident,Incident,TEI-2116,TEI Incident,Lincy Mathew,Divya Kurian,02-06-2023 11:10,09-06-2023 11:10,High,Resolved,24-06-2023 10:00,Configuration,Yes,27-06-2023 10:00,7,168,2,₹ 240,1,Chennai,Asia Pacific,India,INC000023576159
